id,name,category,relative_path,info,packs
Jamstix 1/Jamstix One,Jamstix One,Jamstix 1,data/styles/Jamstix 1/Working It.jxs,,
Jamstix 1/Jamstix One,Jamstix One,Jamstix 1,data/styles/Jamstix 1/Zero Kelvin.jxs,,
Jazz & Swing/Big Band,Big Band,Jazz & Swing,data/styles/Jazz & Swing/Big Band.jxs,http://en.wikipedia.org/wiki/Swing_music,
Jazz & Swing/Brush Swing,Brush Swing,Jazz & Swing,data/styles/Jazz & Swing/Brush Swing.jxs,http://en.wikipedia.org/wiki/Swing_music,
Jazz & Swing/Custom Jazz,Custom Jazz,Jazz & Swing,data/styles/Jazz & Swing/Custom Jazz.jxs,http://en.wikipedia.org/wiki/Swing_music,
Jazz & Swing/Jazz Shuffle,Jazz Shuffle,Jazz & Swing,data/styles/Jazz & Swing/Jazz Shuffle.jxs,http://en.wikipedia.org/wiki/Swing_music,
Jazz & Swing/Jazz Swing,Jazz Swing,Jazz & Swing,data/styles/Jazz & Swing/Jazz Swing.jxs,http://en.wikipedia.org/wiki/Swing_music,
Jazz & Swing/Jazz Waltz,Jazz Waltz,Jazz & Swing,data/styles/Jazz & Swing/Jazz Waltz.jxs,http://en.wikipedia.org/wiki/Swing_music,
Linear/Basic Linear,Basic Linear,Linear,data/styles/Linear/Basic Linear.jxs,,
Linear/DrumlineAR,DrumlineAR,Linear,data/styles/Linear/DrumlineAR.jxs,,
Linear/Early 2U,Early 2U,Linear,data/styles/Linear/Early 2U.jxs,,
Linear/Half Over,Half Over,Linear,data/styles/Linear/Half Over.jxs,,
Linear/Halftimer,Halftimer,Linear,data/styles/Linear/Halftimer.jxs,,
Linear/HiSnaK-2,HiSnaK-2,Linear,data/styles/Linear/HiSnaK-2.jxs,,
Linear/HiSnaK-3,HiSnaK-3,Linear,data/styles/Linear/HiSnaK-3.jxs,,
Linear/Late 4U,Late 4U,Linear,data/styles/Linear/Late 4U.jxs,,
Linear/Lenoir,Lenoir,Linear,data/styles/Linear/Lenoir.jxs,,
Linear/Morning Stone,Morning Stone,Linear,data/styles/Linear/Morning Stone.jxs,,
Linear/Skipper,Skipper,Linear,data/styles/Linear/Skipper.jxs,,
Linear/Vaccine,Vaccine,Linear,data/styles/Linear/Vaccine.jxs,,
Linear/Westside,Westside,Linear,data/styles/Linear/Westside.jxs,,
March/March,March,March,data/styles/March/March.jxs,http://en.wikipedia.org/wiki/March_%28music%29,
March/New Orleans,New Orleans,March,data/styles/March/New Orleans.jxs,http://en.wikipedia.org/wiki/March_%28music%29,
Metal/Custom Metal,Custom Metal,Metal,data/styles/Metal/Custom Metal.jxs,http://en.wikipedia.org/wiki/Heavy_metal,
Metal/Dial-A-Metal,Dial-A-Metal,Metal,data/styles/Metal/Dial-A-Metal.jxs,http://en.wikipedia.org/wiki/Heavy_metal,
Metal/Modern Metal,Modern Metal,Metal,data/styles/Metal/Modern Metal.jxs,http://en.wikipedia.org/wiki/Heavy_metal,
Metal/Nu Metal,Nu Metal,Metal,data/styles/Metal/Nu Metal.jxs,http://en.wikipedia.org/wiki/Nu_metal,
Metal/Prog Metal,Prog Metal,Metal,data/styles/Metal/Prog Metal.jxs,http://en.wikipedia.org/wiki/Progressive_metal,
Metal/Thrash Metal,Thrash Metal,Metal,data/styles/Metal/Thrash Metal.jxs,http://en.wikipedia.org/wiki/Thrash_metal,
Metal/U-Pick Metal 2-Bar,U-Pick Metal 2-Bar,Metal,data/styles/Metal/U-Pick Metal 2-Bar.jxs,http://en.wikipedia.org/wiki/Heavy_metal,
Motown/Motown Hurry,Motown Hurry,Motown,data/styles/Motown/Motown Hurry.jxs,http://en.wikipedia.org/wiki/The_Motown_Sound,
Motown/Motown Love,Motown Love,Motown,data/styles/Motown/Motown Love.jxs,http://en.wikipedia.org/wiki/The_Motown_Sound,
Motown/Motown Mersey,Motown Mersey,Motown,data/styles/Motown/Motown Mersey.jxs,http://en.wikipedia.org/wiki/The_Motown_Sound,
Odd Time/Odd Kick,Odd Kick,Odd Time,data/styles/Odd Time/Odd Kick.jxs,,
Odd Time/Odd March,Odd March,Odd Time,data/styles/Odd Time/Odd March.jxs,https://en.wikipedia.org/wiki/Time_signature,
Odd Time/Odd Time Bill,Odd Time Bill,Odd Time,data/styles/Odd Time/Odd Time Bill.jxs,https://en.wikipedia.org/wiki/Time_signature,
Odd Time/Odd Time,Odd Time,Odd Time,data/styles/Odd Time/Odd Time.jxs,https://en.wikipedia.org/wiki/Time_signature,
Other World Rhythms/Beguine,Beguine,Other World Rhythms,data/styles/Other World Rhythms/Beguine.jxs,,
Other World Rhythms/Bolero,Bolero,Other World Rhythms,data/styles/Other World Rhythms/Bolero.jxs,,
Other World Rhythms/Flamenco 12-8,Flamenco 12-8,Other World Rhythms,data/styles/Other World Rhythms/Flamenco 12-8.jxs,,
Other World Rhythms/Merengue,Merengue,Other World Rhythms,data/styles/Other World Rhythms/Merengue.jxs,http://en.wikipedia.org/wiki/Merengue_music,
Other World Rhythms/Middle Eastern,Middle Eastern,Other World Rhythms,data/styles/Other World Rhythms/Middle Eastern.jxs,,
Other World Rhythms/Tango,Tango,Other World Rhythms,data/styles/Other World Rhythms/Tango.jxs,http://en.wikipedia.org/wiki/Tango_music,
Punk/Jungle Punk,Jungle Punk,Punk,data/styles/Punk/Jungle Punk.jxs,http://en.wikipedia.org/wiki/Punk_music,
Punk/Punk,Punk,Punk,data/styles/Punk/Punk.jxs,http://en.wikipedia.org/wiki/Punk_music,
R&B/6-8 16th Shuffle,6-8 16th Shuffle,R&B,data/styles/R&B/6-8 16th Shuffle.jxs,http://en.wikipedia.org/wiki/R&B,
R&B/Classic R&B,Classic R&B,R&B,data/styles/R&B/Classic R&B.jxs,http://en.wikipedia.org/wiki/R&B,
R&B/Halftime Shuffle,Halftime Shuffle,R&B,data/styles/R&B/Halftime Shuffle.jxs,http://en.wikipedia.org/wiki/R&B,
R&B/Neo Sixties,Neo Sixties,R&B,data/styles/R&B/Neo Sixties.jxs,,
R&B/Ride R&B,Ride R&B,R&B,data/styles/R&B/Ride R&B.jxs,http://en.wikipedia.org/wiki/R&B,
Rock/16th Rock,16th Rock,Rock,data/styles/Rock/16th Rock.jxs,http://en.wikipedia.org/wiki/Rock_music,
Rock/6/8 Rock,6/8 Rock,Rock,data/styles/Rock/6-8 Rock.jxs,http://en.wikipedia.org/wiki/Rock_music,
Rock/8th Rock,8th Rock,Rock,data/styles/Rock/8th Rock.jxs,http://en.wikipedia.org/wiki/Rock_music,
Rock/Basic Rock,Basic Rock,Rock,data/styles/Rock/Basic Rock.jxs,,
Rock/Clock Day,Clock Day,Rock,data/styles/Rock/Clock Day.jxs,http://en.wikipedia.org/wiki/Rock_music,
Rock/Custom Rock,Custom Rock,Rock,data/styles/Rock/Custom Rock.jxs,http://en.wikipedia.org/wiki/Rock_music,
Rock/Eclectic,Eclectic,Rock,data/styles/Rock/Eclectic.jxs,http://en.wikipedia.org/wiki/Rock_music,
Rock/Heavy Snares,Heavy Snares,Rock,data/styles/Rock/Heavy Snares.jxs,http://en.wikipedia.org/wiki/Rock_music,
Rock/Odd Shuffle,Odd Shuffle,Rock,data/styles/Rock/Odd Shuffle.jxs,,
Rock/Rock 2-Bar,Rock 2-Bar,Rock,data/styles/Rock/Rock 2-Bar.jxs,http://en.wikipedia.org/wiki/Rock_music,
Rock/Rosa Shuffle,Rosa Shuffle,Rock,data/styles/Rock/Rosa Shuffle.jxs,http://en.wikipedia.org/wiki/Rock_music,
Rock/Shuffle Tom HT,Shuffle Tom HT,Rock,data/styles/Rock/Shuffle Tom HT.jxs,http://en.wikipedia.org/wiki/Rock_music,
Rock/Sixties,Sixties,Rock,data/styles/Rock/Sixties.jxs,,
Rock/Songo Rock HT,Songo Rock HT,Rock,data/styles/Rock/Songo Rock HT.jxs,http://en.wikipedia.org/wiki/Songo_music,
Sophistica/Cool Hats Custom,Cool Hats Custom,Sophistica,data/styles/Sophistica/Cool Hats Custom.jxs,,
Sophistica/Custom 2 Bar,Custom 2 Bar,Sophistica,data/styles/Sophistica/Custom 2 Bar.jxs,,
Sophistica/Halftime Bell,Halftime Bell,Sophistica,data/styles/Sophistica/Halftime Bell.jxs,,
Sophistica/Katchey,Katchey,Sophistica,data/styles/Sophistica/Katchey.jxs,,
Sophistica/SophiShuffle,SophiShuffle,Sophistica,data/styles/Sophistica/SophiShuffle.jxs,,
Sophistica/Sophistica 6-8,Sophistica 6-8,Sophistica,data/styles/Sophistica/Sophistica 6-8.jxs,,
Sophistica/SophiToms,SophiToms,Sophistica,data/styles/Sophistica/SophiToms.jxs,,
Surf/Surf Ballad,Surf Ballad,Surf,data/styles/Surf/Surf Ballad.jxs,http://en.wikipedia.org/wiki/Surf_music,
Surf/Surf Toms,Surf Toms,Surf,data/styles/Surf/Surf Toms.jxs,http://en.wikipedia.org/wiki/Surf_music,
Surf/Surf,Surf,Surf,data/styles/Surf/Surf.jxs,http://en.wikipedia.org/wiki/Surf_music,
Toolbox/6-8 Groove,6-8 Groove,Toolbox,data/styles/Toolbox/6-8 Groove.jxs,,
Toolbox/Halftime,Halftime,Toolbox,data/styles/Toolbox/Halftime.jxs,,
Toolbox/Odd Time Grooves,Odd Time Grooves,Toolbox,data/styles/Toolbox/Odd Time Grooves.jxs,,
Toolbox/Standard Rock,Standard Rock,Toolbox,data/styles/Toolbox/Standard Rock.jxs,,
@ Special Styles/Import,Import,@ Special Styles,data/styles/Jamcussion/@ Special Styles/Import.jxs,,
@ Special Styles/Silent,Silent,@ Special Styles,data/styles/Jamcussion/@ Special Styles/Silent.jxs,,
African/Aconcon,Aconcon,African,data/styles/Jamcussion/African/Aconcon.jxs,,
African/Coucou,Coucou,African,data/styles/Jamcussion/African/Coucou.jxs,,
African/Dundunbar,Dundunbar,African,data/styles/Jamcussion/African/Dundunbar.jxs,,
African/Kassa,Kassa,African,data/styles/Jamcussion/African/Kassa.jxs,,
African/Moribayassa,Moribayassa,African,data/styles/Jamcussion/African/Moribayassa.jxs,http://en.wikipedia.org/wiki/Moribaya,
African/Saba,Saba,African,data/styles/Jamcussion/African/Saba.jxs,,
African/Toro,Toro,African,data/styles/Jamcussion/African/Toro.jxs,,
Euclid/Euclid Five,Euclid Five,Euclid,data/styles/Jamcussion/Euclid/Euclid Five.jxs,,
Euclid/Euclid Latin,Euclid Latin,Euclid,data/styles/Jamcussion/Euclid/Euclid Latin.jxs,,
Euclid/Euclid,Euclid,Euclid,data/styles/Jamcussion/Euclid/Euclid.jxs,,
Flamenco/Bulerias 6-4,Bulerias 6-4,Flamenco,data/styles/Jamcussion/Flamenco/Bulerias 6-4.jxs,,
Flamenco/Fandango 6-8,Fandango 6-8,Flamenco,data/styles/Jamcussion/Flamenco/Fandango 6-8.jxs,,
Flamenco/Flamenco NG 12-8,Flamenco NG 12-8,Flamenco,data/styles/Jamcussion/Flamenco/Flamenco 12-8 NG.jxs,,
Flamenco/Flamenco 12-8,Flamenco 12-8,Flamenco,data/styles/Jamcussion/Flamenco/Flamenco 12-8.jxs,,
Flamenco/Flamenco 4-4,Flamenco 4-4,Flamenco,data/styles/Jamcussion/Flamenco/Flamenco 4-4.jxs,,
Flamenco/Flamenco Free,Flamenco Free,Flamenco,data/styles/Jamcussion/Flamenco/Flamenco Free.jxs,,
Flamenco/Flamenco Tango,Flamenco Tango,Flamenco,data/styles/Jamcussion/Flamenco/Flamenco Tango.jxs,,
Latin/Latin Standard,Latin Standard,Latin,data/styles/Jamcussion/Latin/Latin Standard.jxs,http://en.wikipedia.org/wiki/Samba,
Latin/Rio,Rio,Latin,data/styles/Jamcussion/Latin/Rio.jxs,http://en.wikipedia.org/wiki/Samba,
Latin/Tumbao,Tumbao,Latin,data/styles/Jamcussion/Latin/Tumbao.jxs,http://en.wikipedia.org/wiki/Tumbao,
Middle-East/ME 12-8,ME 12-8,Middle-East,data/styles/Jamcussion/Middle-East/ME 12-8.jxs,,
Middle-East/ME 3-8 KhlaS,ME 3-8 KhlaS,Middle-East,data/styles/Jamcussion/Middle-East/ME 3-8 KhlaS.jxs,,
Middle-East/ME 4-4,ME 4-4,Middle-East,data/styles/Jamcussion/Middle-East/ME 4-4.jxs,,
Middle-East/ME 5-4,ME 5-4,Middle-East,data/styles/Jamcussion/Middle-East/ME 5-4.jxs,,
Middle-East/ME 5-8,ME 5-8,Middle-East,data/styles/Jamcussion/Middle-East/ME 5-8.jxs,,
Middle-East/ME 6-8,ME 6-8,Middle-East,data/styles/Jamcussion/Middle-East/ME 6-8.jxs,,
Middle-East/ME 7-8,ME 7-8,Middle-East,data/styles/Jamcussion/Middle-East/ME 7-8.jxs,,
Middle-East/ME 9-8 Karsilama,ME 9-8 Karsilama,Middle-East,data/styles/Jamcussion/Middle-East/ME 9-8 Karsilama.jxs,,
Modern/Ballad,Ballad,Modern,data/styles/Jamcussion/Modern/Ballad.jxs,,
Modern/Cajon,Cajon,Modern,data/styles/Jamcussion/Modern/Cajon.jxs,,
Modern/Custom,Custom,Modern,data/styles/Jamcussion/Modern/Custom.jxs,,
Modern/Heavy Drive,Heavy Drive,Modern,data/styles/Jamcussion/Modern/Heavy Drive.jxs,,
Modern/Light & Funky,Light & Funky,Modern,data/styles/Jamcussion/Modern/Light & Funky.jxs,http://en.wikipedia.org/wiki/Funk,
Modern/Modern,Modern,Modern,data/styles/Jamcussion/Modern/Modern.jxs,,
Modern/Pop,Pop,Modern,data/styles/Jamcussion/Modern/Pop.jxs,,
Modern/Syncopath,Syncopath,Modern,data/styles/Jamcussion/Modern/Syncopath.jxs,,
Udu/Udu 2Bar,Udu 2Bar,Udu,data/styles/Jamcussion/Udu/Udu 2Bar.jxs,,
Udu/Udu,Udu,Udu,data/styles/Jamcussion/Udu/Udu.jxs,,
